id,colony,category,zone_no,ward_no,ward_name,rates,rates_no,zone_name
1399,Naveen Vihar,G,7,27,Begumpur,Rs. 46200 Per Square Meter,46200,Narela
1400,Navin Shahdra,F,2,247,Ram Nagar,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1401,Navinta,D,4,193,Sriniwaspuri,"Rs. 1,27,680 Per Square Meter",127680,Central
1402,Navjeewan Camp,G,4,195,Govindpuri,Rs. 46200 Per Square Meter,46200,Central
1403,Navjivan Vihar,B,3,161,Malviya Nagar,"Rs. 2,45,520 Per Square Meter",245520,South
1404,"Nav Raj Block , Najafgarh",G,9,139,Dichaon Kalan,Rs. 46200 Per Square Meter,46200,Nazafgarh
1405,Nav Sansad Vihar,D,9,143,Kapashera,"Rs. 1,27,680 Per Square Meter",127680,Nazafgarh
1406,Navyug Block,G,10,108,Khyala,Rs. 46200 Per Square Meter,46200,West
1407,Nawab Ganj,E,6,78,Majnu Ka Tilla,"Rs. 70,070 Per Square Meter",70070,Civil Line
1408,Nawada,G,10,126,Nawada,Rs. 46200 Per Square Meter,46200,West
1409,Nawada Extn,G,10,126,Nawada,Rs. 46200 Per Square Meter,46200,West
1410,"Nawada House complex, Najafgarh Rd",G,9,135,Kakrola,Rs. 46200 Per Square Meter,46200,Nazafgarh
1411,Naya Bazar,E,5,80,Chandni Chowk,"Rs. 70,070 Per Square Meter",70070,City
1412,"Naya Bazar, Najafgarh",G,9,137,Roshanpura,Rs. 46200 Per Square Meter,46200,Nazafgarh
1413,Nayagaon,G,2,254,Brahanpuri,Rs. 46200 Per Square Meter,46200,Shahadra North
1414,Naya Mohalla,E,11,76,Deputy Ganj,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
1415,Neb Sarai,H,3,173,Said-ul-Ajaib,"Rs. 23,280 Per Square Meter",23280,South
1416,Neb Sarai Extn.,F,3,173,Said-ul-Ajaib,"Rs. 56,640 Per Square Meter",56640,South
1417,Neb Valley,F,3,173,Said-ul-Ajaib,"Rs. 56,640 Per Square Meter",56640,South
1418,Neelwal,H,9,30,Mundaka,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
1419,Neemri Village,G,8,65,Nimri Colony,Rs. 46200 Per Square Meter,46200,Rohini
1420,Neeti Bagh,B,3,164,Hauz Khas,"Rs. 2,45,520 Per Square Meter",245520,South
1421,Nehru Enclave,B,4,194,East of Kailash,"Rs. 2,45,520 Per Square Meter",245520,Central
1422,Nehru Nagar(Anand Parbat),F,12,94,West Patel Nagar,"Rs. 56,640 Per Square Meter",56640,Karol Bagh
1423,Nehru Nagar (bhogal),E,4,155,Lajpat Nagar,"Rs. 70,070 Per Square Meter",70070,Central
1424,Nehru Place,A,4,192,Greater Kailash I,"Rs. 7,75,000 Per Square Meter",775000,Central
1425,Nehru Vihar,G,2,268,Mustafabad,Rs. 46200 Per Square Meter,46200,Shahadra North
1426,Nehru Vihar(Timarpur),F,6,11,Mukherjee Nagar,"Rs. 56,640 Per Square Meter",56640,Civil Line
1427,Netaji Subhash Place,C,8,64,Shakur Pur,"Rs. 1,59,840 Per Square Meter",159840,Rohini
1428,Netaji subhash Vihar Tikri Kalan Rohtak Road,G,9,30,Mundaka,Rs. 46200 Per Square Meter,46200,Nazafgarh
1429,New Anarkali Colony,F,1,232,Anarkali,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1430,New Ashok Nagar,G,1,212,New Ashok Nagar,Rs. 46200 Per Square Meter,46200,Shahadra South
1431,New Chauhanpur,G,2,266,Karawal Nagar East,Rs. 46200 Per Square Meter,46200,Shahadra North
1432,New Friends Colony,A,4,193,Sriniwaspuri,"Rs. 7,75,000 Per Square Meter",775000,Central
1433,"New Ganesh Park, Shastri Park",F,1,230,Geeta Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1434,New Gobind Pura,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1435,New Gobind Pura Extn,F,1,232,Anarkali,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1436,"New Gopal Nagar, Najafgarh",G,9,140,Khera,Rs. 46200 Per Square Meter,46200,Nazafgarh
1437,New Gupta Colony,E,6,70,Rana Pratap Bagh,"Rs. 70,070 Per Square Meter",70070,Civil Line
1438,"New Guru Harkishan Nagar,Nilothi",G,10,44,Quammruddin Nagar,Rs. 46200 Per Square Meter,46200,West
1439,"New Hira Park, Najafgarh",G,9,138,Najafgarh,Rs. 46200 Per Square Meter,46200,Nazafgarh
1440,New Jaffrabad,F,2,259,Janta Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1441,New Jagatpuri Extn,F,2,241,Dilshad Garden,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1442,New Kathwara,G,2,251,New Usmanpur,Rs. 46200 Per Square Meter,46200,Shahadra North
1443,New Kondli,G,1,214,Khichripur,Rs. 46200 Per Square Meter,46200,Shahadra South
1444,New Krishna Nagar,F,1,232,Anarkali,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1445,New Krishna Nagar Extn,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1446,New Lahore Colony,G,2,251,New Usmanpur,Rs. 46200 Per Square Meter,46200,Shahadra North
1447,"New Lahore Extn, Shastri Nagar",F,1,221,Kishan Ganj,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1448,"New Lahore Mohalla, Shastri nagar",F,1,230,Geeta Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1449,"New Lahore Munshi Colony,Shastri Nagar",F,1,221,Kishan Ganj,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1450,New Layalpur Colony,F,1,232,Anarkali,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1451,New Layalpur Extn(Jagat puri),F,1,232,Anarkali,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1452,New Modern Shahdara,F,2,245,Durga Puri,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1453,New Moti Nagar,F,10,100,Karam Pura,"Rs. 56,640 Per Square Meter",56640,West
1454,New Multan Nagar,D,10,58,Paschim Vihar North,"Rs. 1,27,680 Per Square Meter",127680,West
1455,New Patel Nagar,D,12,150,Sat Nagar,"Rs. 1,27,680 Per Square Meter",127680,Karol Bagh
1456,New Police Line,C,6,72,Model Town,"Rs. 1,59,840 Per Square Meter",159840,Civil Line
1457,New Rajdhani Enclave,D,1,228,Preet Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1458,New Rajinder Nagar,D,12,149,Rajinder Nagar,"Rs. 1,27,680 Per Square Meter",127680,Karol Bagh
1459,New Ranjit Nagar,E,12,96,New Ranjit Nagar,"Rs. 70,070 Per Square Meter",70070,Karol Bagh
1460,New Rashid Market,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1461,New Roshan Pura,G,9,137,Roshanpura,Rs. 46200 Per Square Meter,46200,Nazafgarh
1462,New Sabzi Mandi,E,6,14,Adarsh Nagar,"Rs. 70,070 Per Square Meter",70070,Civil Line
1463,"New Sainik Vihar, Najafgarh Rd",G,10,127,Uttam Nagar,Rs. 46200 Per Square Meter,46200,West
1464,"New Sainik Vihar, Vikas Nagar.",G,10,121,Kanwar Singh Nagar,Rs. 46200 Per Square Meter,46200,West
1465,New Sarup Nagar,G,6,19,Bhalswa,Rs. 46200 Per Square Meter,46200,Civil Line
1466,New Usmanpur,F,2,251,New Usmanpur,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1467,New Uttam Nagar,G,10,128,Bindapur,Rs. 46200 Per Square Meter,46200,West
1468,New Vishwas Nagar,F,1,226,Vishwas Nagar,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1469,New Yadav Enclave,G,7,34,Nithari,Rs. 46200 Per Square Meter,46200,Narela
1470,Nigam Colony,G,6,13,Dhirpur,Rs. 46200 Per Square Meter,46200,Civil Line
1471,Nihal Vihar,G,10,44,Quammruddin Nagar,Rs. 46200 Per Square Meter,46200,West
1472,Nilothi Extn,G,10,44,Quammruddin Nagar,Rs. 46200 Per Square Meter,46200,West
1473,Nilothi Village,H,10,44,Quammruddin Nagar,"Rs. 23,280 Per Square Meter",23280,West
1474,Nimri Colony,E,8,65,Nimri Colony,"Rs. 70,070 Per Square Meter",70070,Rohini
1475,"Niranjan Park, Najafgarh Road",G,9,139,Dichaon Kalan,Rs. 46200 Per Square Meter,46200,Nazafgarh
1476,Nirankri Colony,F,6,13,Dhirpur,"Rs. 56,640 Per Square Meter",56640,Civil Line
1477,NirmalPuri Colony( Old Double Storey),D,4,160,Amar Colony,"Rs. 1,27,680 Per Square Meter",127680,Central
1478,Nirman Vihar,D,1,228,Preet Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1479,Nishant Kunj,D,8,64,Shakur Pur,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1480,"Nishat park, Kakrola",G,9,135,Kakrola,Rs. 46200 Per Square Meter,46200,Nazafgarh
1481,Nishkam Society,G,9,130,Manglapuri,Rs. 46200 Per Square Meter,46200,Nazafgarh
1482,Nithari,H,8,33,Pratap Vihar,"Rs. 23,280 Per Square Meter",23280,Rohini
1483,Niti Vihar (Kirari Mubarak Pur Road),G,8,39,Sultanpur Majra,Rs. 46200 Per Square Meter,46200,Rohini
1484,Nizam Pur Rasid Pur,H,9,30,Mundaka,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
1485,Nizamuddin East,B,5,154,Nizamuddin,"Rs. 2,45,520 Per Square Meter",245520,City
1486,Nizamuddin West,C,5,154,Nizamuddin,"Rs. 1,59,840 Per Square Meter",159840,City
1487,Noor Illahi Colony,G,2,257,Subhash Mohalla,Rs. 46200 Per Square Meter,46200,Shahadra North
1488,North Avenue Neb Sarai,F,3,173,Said-ul-Ajaib,"Rs. 56,640 Per Square Meter",56640,South
1489,North Chajjupur,G,2,258,Kadam Puri,Rs. 46200 Per Square Meter,46200,Shahadra North
1490,Northern Camp,F,4,188,Sangam Vihar East,"Rs. 56,640 Per Square Meter",56640,Central
1491,"North Extn. Area, Pusa Road",C,12,149,Rajinder Nagar,"Rs. 1,59,840 Per Square Meter",159840,Karol Bagh
1492,Okhla,G,4,206,Okhla,Rs. 46200 Per Square Meter,46200,Central
1493,Okhla Ind. Estate,D,4,193,Sriniwaspuri,"Rs. 1,27,680 Per Square Meter",127680,Central
1494,Okhla Industrial Area,D,4,200,Harkesh Nagar,"Rs. 1,27,680 Per Square Meter",127680,Central
1495,Okhla Vihar,F,4,206,Okhla,"Rs. 56,640 Per Square Meter",56640,Central
1496,Old Anar Kali,F,1,232,Anarkali,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1497,Oldanpur,F,2,248,Welcome Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1498,Old Brijpuri,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1499,Old Chandrawal,F,6,78,Majnu Ka Tilla,"Rs. 56,640 Per Square Meter",56640,Civil Line
1500,Old Daryaganj Area( Pataudi House),E,5,79,Jama Masjid,"Rs. 70,070 Per Square Meter",70070,City
1501,Old Gobind Pura,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1502,Old Gupta Colony,D,6,12,GTB Nagar,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
1503,Old Indra Puri Karkardooma,F,1,225,Anand Vihar,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1504,Old Rajinder Nagar,D,12,149,Rajinder Nagar,"Rs. 1,27,680 Per Square Meter",127680,Karol Bagh
1505,Old Slum Quarters Madipur,G,10,103,Madipur A,Rs. 46200 Per Square Meter,46200,West
1506,Om Nagar Badarpur,G,4,202,Meethapur,Rs. 46200 Per Square Meter,46200,Central
1507,Om Vihar Colony,G,2,260,Babar Pur,Rs. 46200 Per Square Meter,46200,Shahadra North
1508,Om Vihar Colony (Alipur),G,7,3,Alipur,Rs. 46200 Per Square Meter,46200,Narela
1509,Om Vihar(Uttam Nagar),F,9,119,Milap Nagar,"Rs. 56,640 Per Square Meter",56640,Nazafgarh
1510,Onkar Nagar,F,8,61,Tri Nagar,"Rs. 56,640 Per Square Meter",56640,Rohini
1511,Outram Lines,D,6,12,GTB Nagar,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
1512,Padam Nagar,F,11,75,Kishan Ganj,"Rs. 56,640 Per Square Meter",56640,Sadar Paharganj
1513,Padmini Enclave(Hauz Khas),B,3,164,Hauz Khas,"Rs. 2,45,520 Per Square Meter",245520,South
1514,Pahar Ganj,E,11,89,Paharganj,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
1515,Pahari Dhiraj,E,11,88,Qasabpura,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
1516,Pai Walan,E,5,79,Jama Masjid,"Rs. 70,070 Per Square Meter",70070,City
1517,"Palam Apartments, Bijwasan",D,9,141,Bijwasan,"Rs. 1,27,680 Per Square Meter",127680,Nazafgarh
1518,Palam Colony,G,9,145,Palam,Rs. 46200 Per Square Meter,46200,Nazafgarh
1519,Palam Enclave,E,9,145,Palam,"Rs. 70,070 Per Square Meter",70070,Nazafgarh
1520,Palam Part II,G,9,130,Manglapuri,Rs. 46200 Per Square Meter,46200,Nazafgarh
1521,Palam Vihar,G,9,145,Palam,Rs. 46200 Per Square Meter,46200,Nazafgarh
1522,Palam Village,G,9,145,Palam,Rs. 46200 Per Square Meter,46200,Nazafgarh
1523,Palla,H,7,4,Bakhtawarpur,"Rs. 23,280 Per Square Meter",23280,Narela
1524,Pamposh Enclave,B,4,192,Greater Kailash I,"Rs. 2,45,520 Per Square Meter",245520,Central
1525,Panchsheel Enclave,B,3,191,Shahpur Jat,"Rs. 2,45,520 Per Square Meter",245520,South
1526,Panchsheel Extn,C,3,162,Village Huaz Rani,"Rs. 1,59,840 Per Square Meter",159840,South
1527,"Panchsheel Garden, Shadhra",G,2,248,Welcome Colony,Rs. 46200 Per Square Meter,46200,Shahadra North
1528,Panchsheel Park (Seelampur),F,2,248,Welcome Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1529,Panchsheel Vihar,C,3,191,Shahpur Jat,"Rs. 1,59,840 Per Square Meter",159840,South
1530,Panchshila,A,3,191,Shahpur Jat,"Rs. 7,75,000 Per Square Meter",775000,South
1531,Panchshila Park,A,3,191,Shahpur Jat,"Rs. 7,75,000 Per Square Meter",775000,South
1532,Panchshil Enclave(Uttam Nagar),G,10,121,Kanwar Singh Nagar,Rs. 46200 Per Square Meter,46200,West
1533,Panchwati,E,6,14,Adarsh Nagar,"Rs. 70,070 Per Square Meter",70070,Civil Line
1534,Panchwati(Bijwasan),D,9,145,Palam,"Rs. 1,27,680 Per Square Meter",127680,Nazafgarh
1535,Pandav Nagar,F,1,224,Pandav Nagar,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1536,Pandit Park,F,1,231,Ghondli,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1537,Pandu Nagar,E,12,150,Sat Nagar,"Rs. 70,070 Per Square Meter",70070,Karol Bagh
1538,Pansoli Village,H,8,26,Sahibabad Daulat Pur,"Rs. 23,280 Per Square Meter",23280,Rohini
1539,Pant Nagar,D,4,157,Kasturba Nagar,"Rs. 1,27,680 Per Square Meter",127680,Central
1540,Paprawat,H,9,134,Nangli Sakravati,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
1541,Param Puri,G,9,148,Madhu Vihar,Rs. 46200 Per Square Meter,46200,Nazafgarh
1542,Parda Bagh,F,5,153,Daryaganj,"Rs. 56,640 Per Square Meter",56640,City
1543,Parhlad Vihar,G,7,27,Begumpur,Rs. 46200 Per Square Meter,46200,Narela
1544,Parhlad Vihar Colony,G,8,26,Sahibabad Daulat Pur,Rs. 46200 Per Square Meter,46200,Rohini
1545,Parjapat Colony,G,10,128,Bindapur,Rs. 46200 Per Square Meter,46200,West
1546,Park End,D,1,228,Preet Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1547,Parmanand Nagar,D,6,11,Mukherjee Nagar,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
1548,"Parshan Enclave, Bapraula",G,10,122,Hastsal,Rs. 46200 Per Square Meter,46200,West
1549,Partap Garden Bindapur,G,10,127,Uttam Nagar,Rs. 46200 Per Square Meter,46200,West
1550,"Partap Nagar , Saboli",G,2,263,Saboli,Rs. 46200 Per Square Meter,46200,Shahadra North
1551,Partapura,F,2,248,Welcome Colony,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1552,Partap Vihar Part 1 to 3,G,8,33,Pratap Vihar,Rs. 46200 Per Square Meter,46200,Rohini
1553,Parvana Vihar,E,8,50,Rohini Central,"Rs. 70,070 Per Square Meter",70070,Rohini
1554,Parvitiya Anchal Burari,G,6,6,Mukund Pur,Rs. 46200 Per Square Meter,46200,Civil Line
1555,"Parwana Road Societies, Pitumpura",D,8,60,Saraswati Vihar,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1556,Paryatan Vihar,D,1,212,New Ashok Nagar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1557,Paryavaran Complex,F,3,173,Said-ul-Ajaib,"Rs. 56,640 Per Square Meter",56640,South
1558,Paschimabad,F,3,171,Vasant Kunj,"Rs. 56,640 Per Square Meter",56640,South
1559,Paschim Enclave,D,10,42,Peragharhi,"Rs. 1,27,680 Per Square Meter",127680,West
1560,Paschimpuri,D,10,104,Madipur B,"Rs. 1,27,680 Per Square Meter",127680,West
1561,Paschim Vihar,D,10,58,Paschim Vihar North,"Rs. 1,27,680 Per Square Meter",127680,West
1562,Paschim Vihar Extn,E,10,104,Madipur B,"Rs. 70,070 Per Square Meter",70070,West
1563,"Patel Garden, Najafgarh Road",G,9,135,Kakrola,Rs. 46200 Per Square Meter,46200,Nazafgarh
1564,Patel Vihar,G,2,265,Shiv Vihar,Rs. 46200 Per Square Meter,46200,Shahadra North
1565,Patparganj Industrial Area,E,1,227,IP Extension,"Rs. 70,070 Per Square Meter",70070,Shahadra South
1566,Paul colony Uttari Rithala,G,8,22,Rithala,Rs. 46200 Per Square Meter,46200,Rohini
1567,"Pawan Dham , Bakhtawarpur",G,7,4,Bakhtawarpur,Rs. 46200 Per Square Meter,46200,Narela
1568,Pehladpur Bangar Village,H,8,26,Sahibabad Daulat Pur,"Rs. 23,280 Per Square Meter",23280,Rohini
1569,Pervesh Nagar,G,7,34,Nithari,Rs. 46200 Per Square Meter,46200,Narela
1570,Phool Bagh,F,8,61,Tri Nagar,"Rs. 56,640 Per Square Meter",56640,Rohini
1571,Pilanji,E,4,158,Kotla Mubarakpur,"Rs. 70,070 Per Square Meter",70070,Central
1572,Pindwala Kalan,H,9,133,Chhawala,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
1573,Pindwala Khurd,H,9,133,Chhawala,"Rs. 23,280 Per Square Meter",23280,Nazafgarh
1574,Pipalthala Sarai,G,6,15,Sarai Pipal Thala,Rs. 46200 Per Square Meter,46200,Civil Line
1575,Pira Garhi Relief Camp,G,10,58,Paschim Vihar North,Rs. 46200 Per Square Meter,46200,West
1576,Pitampura,D,8,54,Pitampura North,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1577,Pitampura Indl Area,D,8,60,Saraswati Vihar,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1578,Pitampura Village,G,8,63,Kohat Enclave,Rs. 46200 Per Square Meter,46200,Rohini
1579,Pochanpur,G,9,136,Matiala,Rs. 46200 Per Square Meter,46200,Nazafgarh
1580,Pochan Pur Extn,G,9,136,Matiala,Rs. 46200 Per Square Meter,46200,Nazafgarh
1581,Pooth Kalan Village,H,8,25,Pooth Kalan,"Rs. 23,280 Per Square Meter",23280,Rohini
1582,Pooth Khurd,H,7,27,Begumpur,"Rs. 23,280 Per Square Meter",23280,Narela
1583,Poshangipur,D,10,117,Janak Puri West,"Rs. 1,27,680 Per Square Meter",127680,West
1584,Poshangipur Village,G,10,117,Janak Puri West,Rs. 46200 Per Square Meter,46200,West
1585,Pragati Maiden,A,5,154,Nizamuddin,"Rs. 7,75,000 Per Square Meter",775000,City
1586,Pragati Vihar,B,4,157,Kasturba Nagar,"Rs. 2,45,520 Per Square Meter",245520,Central
1587,Prahlad Vihar,G,8,26,Sahibabad Daulat Pur,Rs. 46200 Per Square Meter,46200,Rohini
1588,Prakash Mohalla,D,4,194,East of Kailash,"Rs. 1,27,680 Per Square Meter",127680,Central
1589,Prakash Vihar,G,2,271,Karawal Nagar West,Rs. 46200 Per Square Meter,46200,Shahadra North
1590,Pram Nagar Lal Kuan M.B.Road,F,4,198,Pul Pehladpur,"Rs. 56,640 Per Square Meter",56640,Central
1591,"Prasad Nagar (LIG,MIG Flats)",D,12,95,East Patel Nagar,"Rs. 1,27,680 Per Square Meter",127680,Karol Bagh
1592,Prashant Vihar,D,8,51,Rohini East,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1593,"Pratap Enclave, Uttam Nagar",G,10,121,Kanwar Singh Nagar,Rs. 46200 Per Square Meter,46200,West
1594,Pratap Khand,G,1,238,Jhilmil,Rs. 46200 Per Square Meter,46200,Shahadra South
1595,Pratap Nagar,F,10,110,Janakpuri II,"Rs. 56,640 Per Square Meter",56640,West
1596,Pratap Nagar(69),F,1,220,Patparganj,"Rs. 56,640 Per Square Meter",56640,Shahadra South
1597,Pratap Nagar (Andha Mughal),F,11,75,Kishan Ganj,"Rs. 56,640 Per Square Meter",56640,Sadar Paharganj
1598,Prayog Vihar,F,10,111,Hari Nagar,"Rs. 56,640 Per Square Meter",56640,West
1599,Preet Vihar,D,1,228,Preet Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1600,Prema Kunj,B,6,77,Kashmiri Gate,"Rs. 2,45,520 Per Square Meter",245520,Civil Line
1601,Prem Colony Bawana Road,G,7,28,Bawana,Rs. 46200 Per Square Meter,46200,Narela
1602,Prem Enclave (Narela),G,7,2,Bankner,Rs. 46200 Per Square Meter,46200,Narela
1603,Prem Nagar,F,2,242,New Seema Puri,"Rs. 56,640 Per Square Meter",56640,Shahadra North
1604,Prem Nagar,E,11,69,Kamla Nagar,"Rs. 70,070 Per Square Meter",70070,Sadar Paharganj
1605,Prem Nagar,G,10,117,Janak Puri West,Rs. 46200 Per Square Meter,46200,West
1606,Prem Nagar (18),E,10,109,Janakpuri North,"Rs. 70,070 Per Square Meter",70070,West
1607,Prem Nagar(East Patel Nagar),D,12,94,West Patel Nagar,"Rs. 1,27,680 Per Square Meter",127680,Karol Bagh
1608,Prem Nagar(Kanjhwala),G,8,35,Kirari Suleman Nagar,Rs. 46200 Per Square Meter,46200,Rohini
1609,"Prem Nagar, Najafgarh",G,9,137,Roshanpura,Rs. 46200 Per Square Meter,46200,Nazafgarh
1610,Prem Nagar (Nangloi),G,8,25,Pooth Kalan,Rs. 46200 Per Square Meter,46200,Rohini
1611,Prem Nagar(Sewa Nagar),D,4,158,Kotla Mubarakpur,"Rs. 1,27,680 Per Square Meter",127680,Central
1612,Prem Vihar,G,2,266,Karawal Nagar East,Rs. 46200 Per Square Meter,46200,Shahadra North
1613,Press Area,A,5,153,Daryaganj,"Rs. 7,75,000 Per Square Meter",775000,City
1614,Press Colony,E,10,112,Subhash Nagar,"Rs. 70,070 Per Square Meter",70070,West
1615,Press Enclave,C,3,169,Lado Sarai,"Rs. 1,59,840 Per Square Meter",159840,South
1616,"Press Enclave, Hastsal",G,10,122,Hastsal,Rs. 46200 Per Square Meter,46200,West
1617,Press Enclave(Minto Road),D,5,81,Minto Road,"Rs. 1,27,680 Per Square Meter",127680,City
1618,Prince Colony Jait Pur Extn.,G,4,202,Meethapur,Rs. 46200 Per Square Meter,46200,Central
1619,Prithvi Park,F,10,116,Vikaspuri East,"Rs. 56,640 Per Square Meter",56640,West
1620,Priyadarshani,D,6,77,Kashmiri Gate,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
1621,Priya Darshani Vihar,D,6,70,Rana Pratap Bagh,"Rs. 1,27,680 Per Square Meter",127680,Civil Line
1622,Priyadarshini Vihar,E,1,222,Laxmi Nagar,"Rs. 70,070 Per Square Meter",70070,Shahadra South
1623,Priya Enclave,D,1,225,Anand Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1624,Pulpehlad Extn.,G,4,198,Pul Pehladpur,Rs. 46200 Per Square Meter,46200,Central
1625,Pulpehladpur Village,H,4,198,Pul Pehladpur,"Rs. 23,280 Per Square Meter",23280,Central
1626,Pundrik Vihar,D,8,60,Saraswati Vihar,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1627,Punjab Garden,E,10,99,Moti Nagar,"Rs. 70,070 Per Square Meter",70070,West
1628,Punjabi Bagh Apartment (208 DDA SFS Flats) Madipur,D,10,103,Madipur A,"Rs. 1,27,680 Per Square Meter",127680,West
1629,Punjabi Bagh Colony (Narela),G,7,1,Narela,Rs. 46200 Per Square Meter,46200,Narela
1630,Punjabi Bagh East,C,10,99,Moti Nagar,"Rs. 1,59,840 Per Square Meter",159840,West
1631,Punjabi Bagh Extn,C,10,103,Madipur A,"Rs. 1,59,840 Per Square Meter",159840,West
1632,Punjabi Bagh West,C,10,103,Madipur A,"Rs. 1,59,840 Per Square Meter",159840,West
1633,Punjabi Basti,F,12,95,East Patel Nagar,"Rs. 56,640 Per Square Meter",56640,Karol Bagh
1634,Punjabi Basti(Nangloi),G,10,43,Nangloi East,Rs. 46200 Per Square Meter,46200,West
1635,Punjabi Basti(Sabzi Mandi),F,6,9,Malkaganj,"Rs. 56,640 Per Square Meter",56640,Civil Line
1636,Punjabi Colony Alipur,G,7,3,Alipur,Rs. 46200 Per Square Meter,46200,Narela
1637,Punjabi Colony Bawana,G,7,28,Bawana,Rs. 46200 Per Square Meter,46200,Narela
1638,Punjab Khor,H,7,27,Begumpur,"Rs. 23,280 Per Square Meter",23280,Narela
1639,Purannagar,G,9,130,Manglapuri,Rs. 46200 Per Square Meter,46200,Nazafgarh
1640,"Puran Nagar, Madhu Vihar",G,9,130,Manglapuri,Rs. 46200 Per Square Meter,46200,Nazafgarh
1641,Pur(Peetampura),H,2,272,Sadatpur Gujran,"Rs. 23,280 Per Square Meter",23280,Shahadra North
1642,Pushkar Enclave,D,10,57,Paschim Vihar South,"Rs. 1,27,680 Per Square Meter",127680,West
1643,Pushpa Bhawan,A,3,184,Push Vihar,"Rs. 7,75,000 Per Square Meter",775000,South
1644,Pushpanjali,D,1,225,Anand Vihar,"Rs. 1,27,680 Per Square Meter",127680,Shahadra South
1645,"Pushpanjali Enclave, Pitumpura",D,8,60,Saraswati Vihar,"Rs. 1,27,680 Per Square Meter",127680,Rohini
1646,Pushp Vihar,D,3,184,Push Vihar,"Rs. 1,27,680 Per Square Meter",127680,South
